episode,slot,sta_id,primary_channel_obss_occupied_remained,radio_transition_time,tx_duration,cw_index,action,epsilon,steps_done,reward,tau
4,683,7,99,1,33,0,0,0.8354339357783238,79,21.15,237
4,683,8,99,1,33,0,0,0.8346488944286404,80,22.85,203
4,683,9,99,1,33,0,0,0.8338646377279169,81,7.5,510
4,683,10,99,1,33,0,0,0.8330811648918964,82,26.25,135
4,683,11,99,1,33,0,0,0.832298475137106,83,22.85,203
4,683,12,99,1,33,0,1,0.831516567680856,84,12.599999999999998,408
4,683,13,99,1,33,0,0,0.8307354417412388,85,14.3,374
4,683,14,99,1,33,0,0,0.8299550965371283,86,17.7,306
4,683,15,99,1,33,0,0,0.8291755312881794,87,16.0,340
4,683,16,99,1,33,0,0,0.8283967452148268,88,16.0,340
4,683,17,99,1,33,0,0,0.8276187375382842,89,10.899999999999999,442
4,683,18,99,1,33,0,0,0.826841507480544,90,19.4,272
4,683,19,99,1,33,0,0,0.8260650542643759,91,19.4,272
4,2998,1,66,1,33,1,0,0.8252893771133268,92,-0.05,1
5,1776,1,66,1,33,1,0,0.8245144752517195,93,0.7999999999999972,644
5,1776,6,66,1,33,1,1,0.823740347904652,94,12.7,406
5,1776,14,66,1,33,1,0,0.8229669942979967,95,17.799999999999997,304
6,1873,0,99,1,33,0,0,0.8221944136584003,96,26.35,133
6,1873,1,99,1,33,0,0,0.8214226052132818,97,14.3,374
6,1873,2,99,1,33,0,0,0.8206515681908328,98,19.549999999999997,269
6,1873,3,99,1,33,0,1,0.8198813018200163,99,10.899999999999999,442
6,1873,4,99,1,33,0,0,0.8191118053305656,100,9.2,476
6,1873,5,99,1,33,0,1,0.8183430779529846,101,9.2,476
6,1873,6,99,1,33,0,1,0.8175751189185453,102,9.2,476
6,1873,7,99,1,33,0,1,0.8168079274592891,103,16.099999999999998,338
6,1873,8,99,1,33,0,0,0.8160415028080241,104,12.599999999999998,408
6,1873,9,99,1,33,0,1,0.8152758441983258,105,-2.0,100
6,1873,10,99,1,33,0,0,0.8145109508645355,106,21.25,235
6,1873,11,99,1,33,0,1,0.8137468220417597,107,24.65,167
6,1873,12,99,1,33,0,1,0.8129834569658697,108,21.25,235
6,1873,13,99,1,33,0,0,0.8122208548735002,109,17.85,303
6,1873,14,99,1,33,0,0,0.811459015002049,110,22.95,201
6,1873,15,99,1,33,0,1,0.8106979365896764,111,21.25,235
6,1873,16,99,1,33,0,0,0.8099376188753037,112,9.2,476
6,1873,17,99,1,33,0,1,0.8091780610986132,113,-5.050000000000001,101
6,1873,18,99,1,33,0,0,0.808419262500047,114,10.899999999999999,442
6,1873,19,99,1,33,0,0,0.8076612223208066,115,10.899999999999999,442
6,2554,3,66,1,33,1,0,0.8069039398028518,116,-22.25,445
6,2554,5,66,1,33,1,1,0.8061474141888997,117,17.85,303
6,2554,10,66,1,33,1,1,0.8053916447224247,118,12.75,405
6,2554,19,66,1,33,1,1,0.8046366306476576,119,19.549999999999997,269
6,2689,7,66,1,33,1,0,0.8038823712095838,120,-15.5,310
6,2689,13,66,1,33,1,0,0.8031288656539443,121,22.9,202
6,2689,16,66,1,33,1,1,0.8023761132272331,122,-15.5,310
6,2689,18,66,1,33,1,0,0.8016241131766978,123,17.799999999999997,304
7,750,0,99,1,33,0,1,0.8008728647503383,124,-5.0,100
7,750,1,99,1,33,0,0,0.8001223671969062,125,19.4,272
7,750,2,99,1,33,0,0,0.7993726197659037,126,14.3,374
7,750,3,99,1,33,0,0,0.7986236217075834,127,26.3,134
7,750,4,99,1,33,0,0,0.7978753722729472,128,24.549999999999997,169
7,750,5,99,1,33,0,0,0.7971278707137457,129,14.3,374
7,750,6,99,1,33,0,0,0.7963811162824771,130,12.599999999999998,408
7,750,7,99,1,33,0,0,0.795635108232387,131,7.5,510
7,750,8,99,1,33,0,0,0.7948898458174672,132,10.899999999999999,442
7,750,9,99,1,33,0,0,0.7941453282924554,133,17.7,306
7,750,10,99,1,33,0,0,0.7934015549128339,134,-27.200000000000003,544
7,750,11,99,1,33,0,1,0.7926585249348292,135,22.85,203
7,750,12,99,1,33,0,0,0.7919162376154114,136,12.599999999999998,408
7,750,13,99,1,33,0,1,0.791174692212293,137,16.0,340
7,750,14,99,1,33,0,0,0.7904338879839287,138,21.15,237
7,750,15,99,1,33,0,0,0.7896938241895138,139,7.5,510
7,750,16,99,1,33,0,1,0.788954500088985,140,14.3,374
7,750,17,99,1,33,0,1,0.7882159149430177,141,9.2,476
7,750,18,99,1,33,0,0,0.787478068013027,142,12.599999999999998,408
7,750,19,99,1,33,0,0,0.7867409585611657,143,14.3,374
7,1295,0,66,1,33,1,0,0.7860045858503243,144,9.2,476
7,1295,10,66,1,33,1,0,0.7852689491441301,145,26.3,134
7,2079,14,66,1,33,1,1,0.7845340477069465,146,24.6,168
7,2079,18,66,1,33,1,0,0.7837998808038715,147,17.799999999999997,304
8,2219,2,66,1,33,1,0,0.7830664477007387,148,19.45,271
10,1643,0,66,1,33,1,0,0.7823337476641146,149,21.2,236
10,1643,5,66,1,33,1,1,0.7816017799612992,150,7.599999999999998,508
10,2765,0,99,1,33,0,0,0.7808705438603247,151,24.5,170
10,2765,1,99,1,33,0,0,0.780140038629955,152,21.299999999999997,234
10,2765,2,99,1,33,0,0,0.7794102635396848,153,21.299999999999997,234
10,2765,3,99,1,33,0,0,0.7786812178597389,154,21.299999999999997,234
10,2765,4,99,1,33,0,0,0.7779529008610715,155,22.799999999999997,204
10,2765,5,99,1,33,0,0,0.7772253118153657,156,22.799999999999997,204
10,2765,6,99,1,33,0,0,0.7764984499950324,157,21.299999999999997,234
10,2765,7,99,1,33,0,0,0.7757723146732095,158,26.35,133
10,2765,8,99,1,33,0,0,0.7750469051237618,159,24.5,170
10,2765,9,99,1,33,0,0,0.7743222206212796,160,21.299999999999997,234
10,2765,10,99,1,33,0,0,0.7735982604410785,161,21.299999999999997,234
10,2765,11,99,1,33,0,1,0.772875023859198,162,21.299999999999997,234
10,2765,12,99,1,33,0,1,0.7721525101524017,163,28.55,89
10,2765,13,99,1,33,0,0,0.7714307185981758,164,21.299999999999997,234
10,2765,14,99,1,33,0,1,0.7707096484747286,165,22.799999999999997,204
10,2765,15,99,1,33,0,1,0.7699892990609897,166,21.299999999999997,234
10,2765,16,99,1,33,0,0,0.76926966963661,167,21.299999999999997,234
10,2765,17,99,1,33,0,0,0.7685507594819599,168,21.299999999999997,234
10,2765,18,99,1,33,0,0,0.7678325678781293,169,21.299999999999997,234
10,2765,19,99,1,33,0,1,0.7671150941069261,170,21.299999999999997,234
10,2855,12,9,1,33,0,1,0.7663983374508769,171,25.8,144
11,1128,0,99,1,33,0,0,0.7656822971932249,172,24.65,167
11,1128,1,99,1,33,0,0,0.7649669726179298,173,2.599999999999998,608
11,1128,2,99,1,33,0,1,0.7642523630096667,174,17.799999999999997,304
11,1128,3,99,1,33,0,1,0.7635384676538263,175,19.5,270
11,1128,4,99,1,33,0,1,0.762825285836513,176,22.95,201
11,1128,5,99,1,33,0,0,0.7621128168445448,177,4.299999999999997,574
11,1128,6,99,1,33,0,1,0.7614010599654529,178,-3.8000000000000003,76
11,1128,7,99,1,33,0,1,0.7606900144874802,179,21.25,235
11,1128,8,99,1,33,0,0,0.7599796796995812,180,26.35,133
11,1128,9,99,1,33,0,1,0.7592700548914212,181,-12.75,915
11,1128,10,99,1,33,0,0,0.758561139353375,182,14.399999999999999,372
11,1128,11,99,1,33,0,0,0.7578529323765273,183,16.099999999999998,338
11,1128,12,99,1,33,0,1,0.757145433252671,184,26.35,133
11,1128,13,99,1,33,0,0,0.7564386412743068,185,6.0,540
11,1128,14,99,1,33,0,1,0.7557325557346428,186,-3.8000000000000003,76
11,1128,15,99,1,33,0,0,0.7550271759275934,187,6.0,540
11,1128,16,99,1,33,0,0,0.7543225011477785,188,-0.8500000000000014,677
11,1128,17,99,1,33,0,0,0.7536185306905236,189,4.299999999999997,574
11,1128,18,99,1,33,0,1,0.7529152638518579,190,19.5,270
11,1128,19,99,1,33,0,1,0.7522126999285148,191,10.399999999999999,452
11,1205,6,22,1,33,1,0,0.75151083821793,192,-20.85,1077
11,1205,14,22,1,33,1,0,0.7508096780182419,193,3.0,600
11,1535,0,99,1,33,0,1,0.7501092186282904,194,7.599999999999998,508
11,1535,2,99,1,33,0,1,0.7494094593476157,195,22.95,201
11,1535,3,99,1,33,0,0,0.7487103994764586,196,24.65,167
11,1535,4,99,1,33,0,1,0.7480120383157592,197,12.7,406
11,1535,7,99,1,33,0,1,0.7473143751671564,198,12.7,406
11,1535,8,99,1,33,0,1,0.7466174093329868,199,-3.95,79
11,1535,10,99,1,33,0,0,0.7459211401162845,200,11.0,440
11,1535,11,99,1,33,0,0,0.7452255668207806,201,16.099999999999998,338
11,1535,12,99,1,33,0,0,0.7445306887509011,202,19.5,270
11,1535,18,99,1,33,0,1,0.7438365052117685,203,21.25,235
11,1581,19,53,1,33,0,0,0.7431430155091988,204,9.899999999999999,462
11,1615,8,19,1,33,1,1,0.7424502189497024,205,21.799999999999997,224
13,547,0,99,1,33,0,0,0.7417581148404826,206,24.65,167
13,547,1,99,1,33,0,1,0.7410667024894354,207,19.4,272
13,547,2,99,1,33,0,0,0.7403759812051482,208,21.2,236
13,547,3,99,1,33,0,1,0.7396859502968998,209,14.25,375
13,547,4,99,1,33,0,0,0.738996609074659,210,10.849999999999998,443
13,547,5,99,1,33,0,0,0.7383079568490849,211,16.0,340
13,547,6,99,1,33,0,1,0.7376199929315248,212,21.2,236
13,547,7,99,1,33,0,1,0.7369327166340152,213,16.0,340
13,547,8,99,1,33,0,0,0.7362461272692793,214,17.7,306
13,547,9,99,1,33,0,0,0.7355602241507279,215,16.0,340
13,547,10,99,1,33,0,1,0.7348750065924577,216,24.65,167
13,547,11,99,1,33,0,1,0.7341904739092513,217,12.549999999999997,409
13,547,12,99,1,33,0,0,0.7335066254165757,218,17.7,306
13,547,13,99,1,33,0,0,0.7328234604305826,219,16.0,340
13,547,14,99,1,33,0,1,0.7321409782681068,220,21.2,236
13,547,15,99,1,33,0,1,0.731459178246666,221,12.549999999999997,409
13,547,16,99,1,33,0,1,0.7307780596844603,222,26.35,133
13,547,17,99,1,33,0,1,0.730097621900371,223,9.149999999999999,477
13,547,18,99,1,33,0,1,0.7294178642139604,224,9.149999999999999,477
13,547,19,99,1,33,0,0,0.7287387859454705,225,9.149999999999999,477
13,1127,0,99,1,33,0,0,0.7280603864158232,226,10.95,441
13,1127,1,99,1,33,0,1,0.7273826649466187,227,21.15,237
13,1127,2,99,1,33,0,0,0.7267056208601357,228,22.85,203
13,1127,3,99,1,33,0,1,0.7260292534793299,229,12.649999999999999,407
13,1127,4,99,1,33,0,0,0.725353562127834,230,16.05,339
13,1127,5,99,1,33,0,1,0.7246785461299563,231,24.549999999999997,169
13,1127,6,99,1,33,0,1,0.7240042048106812,232,-5.0,100
13,1127,7,99,1,33,0,0,0.723330537495667,233,4.149999999999999,577
13,1127,8,99,1,33,0,1,0.7226575435112463,234,5.849999999999998,543
13,1127,9,99,1,33,0,1,0.7219852221844253,235,9.25,475
13,1127,10,99,1,33,0,1,0.7213135728428823,236,22.85,203
13,1127,11,99,1,33,0,0,0.7206425948149683,237,21.15,237
13,1127,12,99,1,33,0,0,0.7199722874297049,238,4.149999999999999,577
