episode,slot,sta_id,primary_channel_obss_occupied_remained,radio_transition_time,tx_duration,cw_index,action,epsilon,steps_done,reward,tau
278,2,1,149,1,33,0,1,0.8786818861662252,254,0.0,197
278,2,2,149,1,33,0,1,0.8785990221208799,255,0.0,140
278,2,3,149,1,33,0,1,0.8785161663615249,256,0.0,69
278,2,4,149,1,33,0,1,0.8784333188873314,257,0.0,197
278,2,5,149,1,33,0,0,0.8783504796974713,258,0.0,197
278,2,6,149,1,33,0,1,0.8782676487911159,259,0.0,197
278,2,7,149,1,33,0,1,0.878184826167437,260,0.0,106
278,2,8,149,1,33,0,0,0.8781020118256063,261,0.0,197
278,2,9,149,1,33,0,1,0.8780192057647958,262,0.0,69
285,37,0,149,1,33,0,0,0.8779364079841774,263,0.0,162
285,37,1,149,1,33,0,1,0.877853618482923,264,0.0,138
285,37,2,149,1,33,0,1,0.8777708372602048,265,0.0,162
285,37,3,149,1,33,0,1,0.877688064315195,266,0.0,162
285,37,4,149,1,33,0,0,0.8776052996470658,267,0.0,162
285,37,5,149,1,33,0,1,0.8775225432549898,268,0.0,162
285,37,6,149,1,33,0,0,0.8774397951381391,269,0.0,162
285,37,7,149,1,33,0,0,0.8773570552956863,270,0.0,162
285,37,8,149,1,33,0,0,0.8772743237268041,271,0.0,162
285,37,9,149,1,33,0,1,0.8771916004306652,272,0.0,162
319,105,0,149,1,33,0,0,0.8771088854064423,273,0.0,94
319,105,1,149,1,33,0,1,0.8770261786533081,274,0.0,94
319,105,2,149,1,33,0,1,0.8769434801704359,275,0.0,70
319,105,3,149,1,33,0,1,0.8768607899569985,276,0.0,70
319,105,4,149,1,33,0,0,0.8767781080121689,277,0.0,94
319,105,5,149,1,33,0,0,0.8766954343351204,278,0.0,94
319,105,6,149,1,33,0,0,0.8766127689250263,279,0.0,94
319,105,7,149,1,33,0,1,0.8765301117810599,280,0.0,94
319,105,8,149,1,33,0,0,0.8764474629023945,281,0.0,94
319,105,9,149,1,33,0,0,0.8763648222882039,282,0.0,94
326,71,0,149,1,33,0,1,0.8762821899376615,283,0.0,128
326,71,1,149,1,33,0,0,0.876199565849941,284,0.0,128
326,71,2,149,1,33,0,1,0.8761169500242162,285,0.0,104
326,71,3,149,1,33,0,1,0.8760343424596607,286,0.0,128
326,71,4,149,1,33,0,1,0.8759517431554489,287,0.0,70
326,71,5,149,1,33,0,1,0.8758691521107543,288,0.0,128
326,71,6,149,1,33,0,0,0.8757865693247514,289,0.0,128
326,71,7,149,1,33,0,0,0.8757039947966141,290,0.0,128
326,71,8,149,1,33,0,1,0.8756214285255168,291,0.0,128
326,71,9,149,1,33,0,0,0.8755388705106338,292,0.0,128
335,142,9,116,1,33,1,0,0.8754563207511395,293,0.0,57
339,35,3,116,1,33,1,1,0.8753737792462084,294,0.0,164
352,35,2,116,1,33,1,1,0.8752912459950152,295,0.0,164
352,35,7,116,1,33,1,0,0.8752087209967344,296,0.0,152
369,138,2,116,1,33,1,0,0.8751262042505408,297,0.0,61
379,1,0,149,1,33,0,0,0.8750436957556091,298,0.0,198
379,1,1,149,1,33,0,1,0.8749611955111146,299,0.0,198
379,1,2,149,1,33,0,1,0.874878703516232,300,0.0,184
379,1,3,149,1,33,0,1,0.8747962197701363,301,0.0,68
379,1,4,149,1,33,0,1,0.874713744272003,302,0.0,198
379,1,5,149,1,33,0,1,0.8746312770210071,303,0.0,198
379,1,6,149,1,33,0,1,0.8745488180163239,304,0.0,198
379,1,7,149,1,33,0,0,0.8744663672571289,305,0.0,198
379,1,8,149,1,33,0,0,0.8743839247425976,306,0.0,198
379,1,9,149,1,33,0,0,0.8743014904719056,307,0.0,198
389,36,0,149,1,33,0,0,0.8742190644442286,308,0.0,163
389,36,1,149,1,33,0,0,0.8741366466587421,309,0.0,163
389,36,2,149,1,33,0,0,0.874054237114622,310,0.0,163
389,36,3,149,1,33,0,1,0.8739718358110444,311,0.0,163
389,36,4,149,1,33,0,1,0.8738894427471853,312,0.0,163
389,36,5,149,1,33,0,1,0.8738070579222204,313,0.0,37
389,36,6,149,1,33,0,1,0.8737246813353262,314,0.0,163
389,36,7,149,1,33,0,1,0.8736423129856787,315,0.0,150
389,36,8,149,1,33,0,1,0.8735599528724546,316,0.0,163
389,36,9,149,1,33,0,0,0.8734776009948297,317,0.0,163
395,1,0,149,1,33,0,0,0.873395257351981,318,0.0,198
395,1,1,149,1,33,0,1,0.8733129219430849,319,0.0,68
395,1,2,149,1,33,0,1,0.873230594767318,320,0.0,198
395,1,3,149,1,33,0,1,0.873148275823857,321,0.0,198
395,1,4,149,1,33,0,1,0.8730659651118788,322,0.0,198
395,1,5,149,1,33,0,1,0.8729836626305603,323,0.0,198
395,1,6,149,1,33,0,1,0.8729013683790784,324,0.0,198
395,1,7,149,1,33,0,0,0.8728190823566101,325,0.0,198
395,1,8,149,1,33,0,1,0.8727368045623328,326,0.0,198
395,1,9,149,1,33,0,1,0.8726545349954234,327,0.0,198
395,152,1,149,1,33,0,0,0.8725722736550595,328,0.0,47
397,36,0,149,1,33,0,0,0.8724900205404182,329,0.0,163
397,36,1,149,1,33,0,0,0.8724077756506773,330,0.0,163
397,36,2,149,1,33,0,0,0.872325538985014,331,0.0,163
397,36,3,149,1,33,0,0,0.8722433105426062,332,0.0,163
397,36,4,149,1,33,0,0,0.8721610903226313,333,0.0,163
397,36,5,149,1,33,0,0,0.8720788783242676,334,0.0,163
397,36,6,149,1,33,0,0,0.8719966745466925,335,0.0,163
397,36,7,149,1,33,0,0,0.8719144789890841,336,0.0,163
397,36,8,149,1,33,0,1,0.8718322916506207,337,0.0,150
397,36,9,149,1,33,0,0,0.8717501125304802,338,0.0,163
422,36,0,149,1,33,0,1,0.8716679416278407,339,0.0,163
422,36,1,149,1,33,0,1,0.8715857789418806,340,0.0,71
422,36,2,149,1,33,0,0,0.8715036244717784,341,0.0,163
422,36,3,149,1,33,0,0,0.8714214782167125,342,0.0,163
422,36,4,149,1,33,0,0,0.8713393401758612,343,0.0,163
422,36,5,149,1,33,0,1,0.8712572103484035,344,0.0,163
422,36,6,149,1,33,0,0,0.8711750887335178,345,0.0,163
422,36,7,149,1,33,0,0,0.8710929753303831,346,0.0,163
422,36,8,149,1,33,0,1,0.871010870138178,347,0.0,163
422,36,9,149,1,33,0,1,0.8709287731560819,348,0.0,163
428,70,0,149,1,33,0,0,0.8708466843832733,349,0.0,129
428,70,1,149,1,33,0,0,0.8707646038189315,350,0.0,129
428,70,2,149,1,33,0,1,0.870682531462236,351,0.0,74
428,70,3,149,1,33,0,0,0.8706004673123655,352,0.0,129
428,70,4,149,1,33,0,1,0.8705184113684998,353,0.0,39
428,70,5,149,1,33,0,0,0.8704363636298182,354,0.0,129
428,70,6,149,1,33,0,1,0.8703543240955004,355,0.0,39
428,70,7,149,1,33,0,0,0.8702722927647258,356,0.0,129
428,70,8,149,1,33,0,1,0.870190269636674,357,0.0,129
428,70,9,149,1,33,0,0,0.8701082547105251,358,0.0,129
445,104,4,116,1,33,1,1,0.8700262479854586,359,0.0,95
452,35,0,149,1,33,0,0,0.8699442494606546,360,0.0,164
452,35,1,149,1,33,0,1,0.8698622591352931,361,0.0,164
452,35,2,149,1,33,0,0,0.8697802770085542,362,0.0,164
452,35,3,149,1,33,0,1,0.8696983030796182,363,0.0,164
452,35,4,149,1,33,0,1,0.8696163373476651,364,0.0,139
452,35,5,149,1,33,0,1,0.8695343798118754,365,0.0,150
452,35,6,149,1,33,0,0,0.8694524304714295,366,0.0,164
452,35,7,149,1,33,0,1,0.869370489325508,367,0.0,70
452,35,8,149,1,33,0,1,0.8692885563732913,368,0.0,36
452,35,9,149,1,33,0,0,0.8692066316139603,369,0.0,164
461,141,4,116,1,33,1,0,0.8691247150466955,370,0.0,58
465,37,0,149,1,33,0,1,0.8690428066706778,371,0.0,103
465,37,1,149,1,33,0,0,0.8689609064850884,372,0.0,162
465,37,2,149,1,33,0,0,0.8688790144891079,373,0.0,162
465,37,3,149,1,33,0,1,0.8687971306819176,374,0.0,138
465,37,4,149,1,33,0,0,0.8687152550626985,375,0.0,162
